"","val","var","sim","dwel","room","weather"
"2",400.2,"int_conv_he","Base","E","Dorm. N","Curitiba"
"3",405.6,"int_conv_he","Base","E","Dorm. S","Curitiba"
"4",770.8,"int_conv_he","Base","E","Living","Curitiba"
"5",404.9,"int_conv_he","Base","NE","Dorm. 1","Curitiba"
"6",402.1,"int_conv_he","Base","NE","Dorm. 2","Curitiba"
"7",792.5,"int_conv_he","Base","NE","Living","Curitiba"
"8",404.2,"int_conv_he","Base","NW","Dorm. 1","Curitiba"
"9",401.6,"int_conv_he","Base","NW","Dorm. 2","Curitiba"
"10",791,"int_conv_he","Base","NW","Living","Curitiba"
"11",411.3,"int_conv_he","Base","SE","Dorm. 1","Curitiba"
"12",408.6,"int_conv_he","Base","SE","Dorm. 2","Curitiba"
"13",797.4,"int_conv_he","Base","SE","Living","Curitiba"
"14",411,"int_conv_he","Base","SW","Dorm. 1","Curitiba"
"15",408.6,"int_conv_he","Base","SW","Dorm. 2","Curitiba"
"16",797.3,"int_conv_he","Base","SW","Living","Curitiba"
"17",398.4,"int_conv_he","Base","W","Dorm. N","Curitiba"
"18",403.6,"int_conv_he","Base","W","Dorm. S","Curitiba"
"19",769.1,"int_conv_he","Base","W","Living","Curitiba"
"20",382.9,"int_conv_he","Base","E","Dorm. N","Rio de Janeiro"
"21",383.6,"int_conv_he","Base","E","Dorm. S","Rio de Janeiro"
"22",760.9,"int_conv_he","Base","E","Living","Rio de Janeiro"
"23",392.5,"int_conv_he","Base","NE","Dorm. 1","Rio de Janeiro"
"24",392.5,"int_conv_he","Base","NE","Dorm. 2","Rio de Janeiro"
"25",785.6,"int_conv_he","Base","NE","Living","Rio de Janeiro"
"26",392.5,"int_conv_he","Base","NW","Dorm. 1","Rio de Janeiro"
"27",392.5,"int_conv_he","Base","NW","Dorm. 2","Rio de Janeiro"
"28",785.3,"int_conv_he","Base","NW","Living","Rio de Janeiro"
"29",393.1,"int_conv_he","Base","SE","Dorm. 1","Rio de Janeiro"
"30",393.1,"int_conv_he","Base","SE","Dorm. 2","Rio de Janeiro"
"31",786.3,"int_conv_he","Base","SE","Living","Rio de Janeiro"
"32",393.1,"int_conv_he","Base","SW","Dorm. 1","Rio de Janeiro"
"33",393.1,"int_conv_he","Base","SW","Dorm. 2","Rio de Janeiro"
"34",786.3,"int_conv_he","Base","SW","Living","Rio de Janeiro"
"35",382.8,"int_conv_he","Base","W","Dorm. N","Rio de Janeiro"
"36",383.5,"int_conv_he","Base","W","Dorm. S","Rio de Janeiro"
"37",761.3,"int_conv_he","Base","W","Living","Rio de Janeiro"
"38",390.8,"int_conv_he","Base","E","Dorm. N","São Paulo"
"39",394.9,"int_conv_he","Base","E","Dorm. S","São Paulo"
"40",763.9,"int_conv_he","Base","E","Living","São Paulo"
"41",397.7,"int_conv_he","Base","NE","Dorm. 1","São Paulo"
"42",396.3,"int_conv_he","Base","NE","Dorm. 2","São Paulo"
"43",788,"int_conv_he","Base","NE","Living","São Paulo"
"44",397.4,"int_conv_he","Base","NW","Dorm. 1","São Paulo"
"45",396.1,"int_conv_he","Base","NW","Dorm. 2","São Paulo"
"46",787.5,"int_conv_he","Base","NW","Living","São Paulo"
"47",402.1,"int_conv_he","Base","SE","Dorm. 1","São Paulo"
"48",400.3,"int_conv_he","Base","SE","Dorm. 2","São Paulo"
"49",789.5,"int_conv_he","Base","SE","Living","São Paulo"
"50",402,"int_conv_he","Base","SW","Dorm. 1","São Paulo"
"51",400.3,"int_conv_he","Base","SW","Dorm. 2","São Paulo"
"52",789.5,"int_conv_he","Base","SW","Living","São Paulo"
"53",390.1,"int_conv_he","Base","W","Dorm. N","São Paulo"
"54",394.1,"int_conv_he","Base","W","Dorm. S","São Paulo"
"55",763.9,"int_conv_he","Base","W","Living","São Paulo"
"56",400.2,"int_conv_he","Simp.","E","Dorm. N","Curitiba"
"57",406.1,"int_conv_he","Simp.","E","Dorm. S","Curitiba"
"58",771.9,"int_conv_he","Simp.","E","Living","Curitiba"
"59",403.6,"int_conv_he","Simp.","NE","Dorm. 1","Curitiba"
"60",400.8,"int_conv_he","Simp.","NE","Dorm. 2","Curitiba"
"61",790.9,"int_conv_he","Simp.","NE","Living","Curitiba"
"62",403.4,"int_conv_he","Simp.","NW","Dorm. 1","Curitiba"
"63",400.8,"int_conv_he","Simp.","NW","Dorm. 2","Curitiba"
"64",790.9,"int_conv_he","Simp.","NW","Living","Curitiba"
"65",413.2,"int_conv_he","Simp.","SE","Dorm. 1","Curitiba"
"66",410.4,"int_conv_he","Simp.","SE","Dorm. 2","Curitiba"
"67",799.9,"int_conv_he","Simp.","SE","Living","Curitiba"
"68",412.8,"int_conv_he","Simp.","SW","Dorm. 1","Curitiba"
"69",410.4,"int_conv_he","Simp.","SW","Dorm. 2","Curitiba"
"70",799.8,"int_conv_he","Simp.","SW","Living","Curitiba"
"71",398.5,"int_conv_he","Simp.","W","Dorm. N","Curitiba"
